,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week,Panel Respondent,week1,week2,full_sample,close_interactions,any_close_interactions,ever_in_group,someone_working,race
1725,1721,2020-04-04,Yes,No,0.269509,Good,77,Male,2.0,None,9.0,3.0,No,,2.0,Yes,No,No,No,9,2.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,518.0,3.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,4.0,,True,week2,No,False,True,1,,,1.0,0.0,White
1726,1722,2020-04-04,No,,0.18874000000000002,Good,74,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,Black
1727,1723,2020-04-04,Yes,No,0.590448,Good,57,Male,5.0,One,3.0,3.0,Yes,No,5.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,2.0,,Other / Unaffiliated,,,4.0,,2.0,,,,,,,,,,1.0,3.0,1.0,,True,week2,No,False,True,1,0.0,0.0,1.0,1.0,White
1728,1724,2020-04-04,No,,1.11331,Poor,44,Male,2.0,None,2.0,0.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,2.0,1.0,0.0,0.0,White
1729,1725,2020-04-04,Yes,Yes,0.257792,Good,68,Female,4.0,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,MECKLENBURG,False,week2,No,False,True,1,,,,,Black
1730,1726,2020-04-04,Yes,Yes,1.24728,Very Good,48,Female,4.0,One,3.0,0.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,JOHNSTON,True,week2,No,False,True,1,3.0,1.0,0.0,0.0,White
1731,1727,2020-04-04,No,,0.569072,Fair,61,Female,4.0,None,3.0,1.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,0,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,2.0,1.0,0.0,0.0,White
1732,1728,2020-04-04,Yes,Yes,0.216166,Very Good,80,Female,2.0,None,0.0,,No,,,,,,,,,,,,,,,,,0,Black,IVR,Black,518.0,5.0,5.0,Democrat,4.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,GUILFORD,False,week2,No,False,True,1,0.0,0.0,,0.0,Black
1733,1729,2020-04-04,Yes,Yes,0.178311,Good,75,Female,2.0,None,3.0,3.0,Yes,,2.0,Yes,Yes,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,SAMPSON,False,week2,No,False,True,1,0.0,0.0,1.0,1.0,White
1734,1730,2020-04-04,Yes,Yes,0.24354699999999999,Good,69,Female,1.0,None,3.0,3.0,No,,0.0,No,Yes,No,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,CALDWELL,False,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1735,485,2020-04-04,Yes,Yes,0.497086,Good,74,Female,1.0,None,,,,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,1.0,3.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,WAKE,True,week2,Yes,False,True,1,,,0.0,,White
1736,1731,2020-04-04,Yes,Yes,0.655998,Good,76,Male,1.0,None,3.0,2.0,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,DURHAM,True,week2,No,False,True,1,1.0,1.0,0.0,0.0,White
1737,1732,2020-04-04,Yes,Yes,0.497086,Good,75,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,CUMBERLAND,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1738,1733,2020-04-04,Yes,Yes,0.226796,Very Good,97,Female,1.0,None,0.0,,No,,0.0,Yes,No,No,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,1.0,4.0,Republican,2.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,NEW HANOVER,False,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1739,1734,2020-04-04,Yes,Yes,0.178311,Very Good,90,Female,2.0,One,2.0,2.0,No,No,0.0,No,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,5.0,Democrat,3.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,ORANGE,False,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1740,1735,2020-04-04,Yes,Yes,0.257792,Very Good,77,Female,2.0,One,0.0,,No,No,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,,0.0,Black
1741,1736,2020-04-04,No,,1.42852,Good,55,Female,2.0,None,2.0,2.0,No,,0.0,Yes,,,,,6.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1742,277,2020-04-04,Yes,Yes,0.497086,Fair,79,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAKE,True,week2,Yes,False,True,1,0.0,0.0,0.0,0.0,White
1743,1737,2020-04-04,Yes,Yes,0.32140599999999997,Poor,81,Male,2.0,None,9.0,9.0,Unsure,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,2.0,Democrat,3.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,UNION,True,week2,No,False,True,1,,,0.0,,White
1744,1738,2020-04-04,Yes,Yes,0.24354699999999999,Very Good,85,Female,,,,,,0,0.0,Yes,,,,,9.0,,,,,,,,,0,White,IVR,Caucasian,517.0,5.0,3.0,Democrat,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,CLEVELAND,False,week2,No,False,True,1,,,0.0,,White
1745,1739,2020-04-04,Yes,Yes,0.24907800000000002,Good,87,Male,2.0,None,3.0,0.0,Yes,,1.0,No,No,,,,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Black,Yes,Black,IVR,Black,560.0,1.0,3.0,Republican,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,WAYNE,True,week2,No,False,True,1,3.0,1.0,1.0,1.0,Black
1746,1740,2020-04-04,Yes,No,0.5261600000000001,Good,75,Female,3.0,One,0.0,,Yes,No,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Caucasian,560.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,,,,,3.0,1.0,3.0,4.0,,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,Black
1747,1741,2020-04-04,No,,0.63225,Good,88,Female,2.0,None,1.0,1.0,No,,0.0,No,No,Yes,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1748,1742,2020-04-04,No,,0.51243,5,51,Female,,Three or more,2.0,3.0,No,No,3.0,Yes,No,No,No,3,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,1.0,0.0,White
1749,1743,2020-04-04,Yes,Yes,0.678949,Good,73,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,,4.0,3.0,2.0,5.0,4.0,2.0,,4.0,,,,,3.0,1.0,1.0,5.0,LINCOLN,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1750,1744,2020-04-04,No,,0.611105,Good,61,Female,2.0,None,6.0,4.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,0,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,2.0,1.0,0.0,0.0,White
1751,1745,2020-04-04,Yes,Yes,0.44741499999999995,Very Good,62,Female,4.0,None,3.0,3.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,4.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,JOHNSTON,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1752,1746,2020-04-04,Yes,Yes,0.5261600000000001,Very Good,66,Female,2.0,None,0.0,,No,,0.0,No,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,SAMPSON,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,Black
1753,1747,2020-04-04,Yes,No,0.24354699999999999,Fair,73,Female,1.0,None,6.0,0.0,Unsure,,0.0,Yes,Yes,,,,9.0,No,Unsure,No,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,IVR,Caucasian,517.0,2.0,,Other / Unaffiliated,,2.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,,,,,3.0,1.0,3.0,4.0,,True,week2,No,False,True,1,6.0,1.0,0.0,,White
1754,1748,2020-04-04,Yes,Yes,0.5261600000000001,Very Good,67,Female,6.0,Two,3.0,3.0,Yes,,2.0,Yes,Yes,9,9,Yes,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,,3.0,4.0,2.0,1.0,4.0,2.0,,1.0,,,,,2.0,1.0,1.0,3.0,SAMPSON,True,week2,No,False,True,1,0.0,0.0,1.0,1.0,Black
1755,1749,2020-04-04,Yes,Yes,0.226796,Good,78,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,BRUNSWICK,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1756,1750,2020-04-04,Yes,Yes,0.7186600000000001,Good,71,Female,1.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,MECKLENBURG,False,week2,No,False,True,1,,,,,Black
1757,1751,2020-04-04,Yes,Yes,1.80325,Very Good,60,Female,2.0,None,0.0,,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Democrat,5.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,Black
1758,1752,2020-04-04,No,,0.51243,Poor,54,Female,2.0,One,9.0,9.0,,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,,,0.0,,White
1759,1753,2020-04-04,Yes,Yes,1.42852,Fair,62,Female,2.0,None,0.0,,Yes,,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,ROCKINGHAM,False,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1760,1754,2020-04-04,Yes,Yes,0.63225,Good,73,Female,2.0,None,1.0,1.0,No,,1.0,Yes,No,No,No,No,2.0,Yes,No,No,Most are reacting appropriately,,,,,0,White,IVR,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,3.0,5.0,1.0,2.0,5.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,CARTERET,False,week2,No,False,True,1,0.0,0.0,1.0,0.0,White
1761,1755,2020-04-04,Yes,Yes,0.8343709999999999,Fair,77,Male,2.0,None,2.0,0.0,No,,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,BUNCOMBE,False,week2,No,False,True,1,2.0,1.0,0.0,0.0,White
1762,1756,2020-04-04,No,,0.178311,Good,86,Female,1.0,None,,,,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,0,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,,,0.0,,White
1763,1757,2020-04-04,Yes,Yes,0.226796,Good,87,Female,1.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,BRUNSWICK,False,week2,No,False,True,1,,,,,White
1764,1758,2020-04-04,No,,0.24354699999999999,Fair,73,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1765,1759,2020-04-04,Yes,Yes,0.751322,Very Good,77,Male,2.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,5.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,GUILFORD,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1766,1760,2020-04-04,Yes,Yes,0.569072,Good,62,Female,3.0,Two,3.0,0.0,No,Yes,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,545.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,LENOIR,False,week2,No,False,True,1,3.0,1.0,0.0,0.0,White
1767,1761,2020-04-04,Yes,Yes,0.655998,Very Good,79,Male,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,WAKE,True,week2,No,False,True,1,1.0,1.0,0.0,0.0,White
1768,1762,2020-04-04,Yes,Yes,0.750997,Fair,62,Male,4.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,HENDERSON,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1769,1763,2020-04-04,Yes,No,0.269509,Good,75,Male,3.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,1.0,,Other / Unaffiliated,,3.0,3.0,1.0,2.0,3.0,3.0,,3.0,,,,,2.0,1.0,4.0,4.0,,False,week2,No,False,True,1,,,,,White
1770,1764,2020-04-04,Yes,Yes,0.2993,Fair,65,Male,2.0,None,9.0,8.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,524.0,2.0,5.0,Other / Unaffiliated,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,CLAY,True,week2,No,False,True,1,,,0.0,0.0,White
1771,1765,2020-04-04,Yes,Yes,0.8959999999999999,Poor,77,Male,2.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,6.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1772,1766,2020-04-04,Yes,Yes,0.226796,Very Good,83,Female,2.0,None,1.0,9.0,No,,0.0,No,,,,,9.0,No,No,No,Most are reacting appropriately,No real changes,No,No,White,No,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,BUNCOMBE,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1773,1767,2020-04-04,Yes,Yes,0.226796,Very Good,79,Female,1.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,544.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,PASQUOTANK,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1774,1768,2020-04-04,No,,0.569318,Fair,68,Female,1.0,None,9.0,3.0,No,,1.0,No,9,9,9,No,5.0,Yes,Yes,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,,,1.0,0.0,White
1775,1769,2020-04-04,No,,0.646848,Fair,59,Female,2.0,None,0.0,,No,,9.0,9,9,9,9,9,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,1.0,0.0,Black
1776,1770,2020-04-04,Yes,No,0.51243,Poor,62,Female,1.0,None,1.0,1.0,No,,1.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,4.0,,Other / Unaffiliated,,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,,True,week2,No,False,True,1,0.0,0.0,1.0,0.0,White
1777,1771,2020-04-04,Yes,Yes,0.226796,Good,77,Female,2.0,None,3.0,3.0,Yes,,0.0,Yes,Yes,,,,9.0,Yes,No,No,Most are underestimating the risks,Unsure,No,No,White,No,White,IVR,Caucasian,545.0,5.0,3.0,Democrat,3.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,BEAUFORT,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1778,1772,2020-04-04,Yes,Yes,0.63225,Very Good,73,Female,2.0,None,1.0,1.0,No,,2.0,Yes,9,9,,,,,,,,,,,,0,White,IVR,Caucasian,544.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,PASQUOTANK,False,week2,No,False,True,1,0.0,0.0,1.0,0.0,White
1779,1773,2020-04-04,Yes,Yes,0.24354699999999999,Good,72,Female,2.0,None,3.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,2.0,4.0,Other / Unaffiliated,3.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,ROWAN,True,week2,No,False,True,1,3.0,1.0,0.0,0.0,White
1780,1774,2020-04-04,Yes,Yes,1.8852,Very Good,62,Male,2.0,None,0.0,,Yes,,0.0,Yes,,,,,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,White,0,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,WILKES,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1781,1775,2020-04-04,Yes,Yes,0.178311,Good,75,Female,2.0,None,0.0,,Yes,,0.0,Yes,No,,,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,4.0,5.0,Democrat,5.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,5.0,VANCE,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1782,1776,2020-04-04,Yes,Yes,0.569318,Very Good,87,Female,3.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,No real changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,4.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,STOKES,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1783,1777,2020-04-04,Yes,Yes,1.64602,Good,61,Male,3.0,None,2.0,2.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,WAKE,False,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1784,1778,2020-04-04,Yes,No,0.497086,Good,65,Female,2.0,None,5.0,5.0,Yes,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,,,,,,0,White,IVR,Caucasian,560.0,5.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,2.0,3.0,,False,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1785,1779,2020-04-04,Yes,Yes,0.63225,Good,76,Female,2.0,None,1.0,0.0,No,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,4.0,5.0,Other / Unaffiliated,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,RUTHERFORD,True,week2,No,False,True,1,1.0,1.0,1.0,0.0,White
1786,1780,2020-04-04,Yes,No,0.44741499999999995,Good,61,Female,2.0,None,1.0,0.0,Yes,,0.0,Yes,No,No,No,No,4.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,3.0,,Other / Unaffiliated,,,4.0,,2.0,,,,,,,,,,1.0,2.0,1.0,,True,week2,No,False,True,1,1.0,1.0,0.0,1.0,White
1787,1781,2020-04-04,Yes,Yes,0.5261600000000001,Good,71,Female,1.0,None,0.0,,No,,,,Yes,,,,6.0,Yes,No,Unsure,Most are reacting appropriately,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,WAKE,False,week2,No,False,True,1,0.0,0.0,,0.0,Black
