,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name
100,101,2020-03-29,Yes,Yes,1.20218,Very Good,53,Female,4.0,Two,9.0,4.0,Yes,Yes,0.0,Yes,No,No,No,Yes,4.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,,4.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,,,4.0,2.0,1.0,1.0,CUMBERLAND
101,102,2020-03-29,Yes,Yes,0.449553,Very Good,53,Male,2.0,None,2.0,2.0,Yes,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,550.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,BRUNSWICK
102,103,2020-03-29,Yes,Yes,3.7767,Good,40,Male,4.0,Two,3.0,3.0,Yes,No,0.0,Yes,No,No,No,Yes,4.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,Caucasian,567.0,4.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,MCDOWELL
104,105,2020-03-29,Yes,Yes,1.20218,Poor,55,Female,9.0,None,0.0,,Yes,,0.0,No,No,No,No,No,8.0,Yes,Yes,Yes,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,CUMBERLAND
106,107,0000-00-00,Yes,Yes,1.3666,Fair,47,Female,1.0,None,9.0,9.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,IVR,Black,517.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,MECKLENBURG
108,109,0000-00-00,Yes,Yes,3.5871,Very Good,35,Female,4.0,Two,3.0,3.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,CATAWBA
109,110,0000-00-00,No,,0.9620209999999999,Fair,70,Male,1.0,None,4.0,4.0,No,,2.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,0,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
110,111,2020-03-30,Yes,Yes,0.706546,5,87,Female,2.0,None,1.0,1.0,No,,1.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,WAKE
111,112,2020-03-30,Yes,Yes,0.251141,Good,76,Female,2.0,None,2.0,2.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,JOHNSTON
112,113,2020-03-30,Yes,Yes,0.803175,Good,80,Female,9.0,None,9.0,0.0,No,,3.0,No,Yes,Yes,Yes,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,,Yes,White,IVR,Caucasian,517.0,5.0,3.0,Democrat,3.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,GASTON
113,114,2020-03-30,Yes,Yes,0.405882,Good,45,Female,3.0,One,2.0,2.0,No,No,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,4.0,Republican,,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,,,,,3.0,1.0,4.0,1.0,RUTHERFORD
114,115,2020-03-30,Yes,Yes,0.7634810000000001,Good,72,Female,2.0,None,1.0,1.0,No,,9.0,No,Yes,No,No,No,8.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,RUTHERFORD
117,118,2020-03-30,Yes,Yes,0.308732,Good,76,Female,6.0,Two,2.0,2.0,No,No,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,550.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,NEW HANOVER
119,120,2020-03-30,Yes,Yes,0.285488,Good,75,Female,3.0,None,9.0,9.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,ALEXANDER
122,123,2020-03-30,No,,0.373585,Good,80,Male,2.0,None,5.0,5.0,No,,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
123,124,2020-03-30,Yes,Yes,0.285488,Good,76,Female,1.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,IREDELL
124,125,2020-03-30,Yes,Yes,1.20125,Good,59,Female,2.0,None,1.0,1.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,AVERY
125,126,2020-03-30,Yes,Yes,0.285488,Good,93,Female,1.0,None,1.0,1.0,No,,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,CATAWBA
127,128,2020-03-30,Yes,Yes,0.38372,Very Good,82,Female,2.0,None,2.0,2.0,No,,1.0,Yes,Yes,No,No,No,3.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,Black,518.0,5.0,5.0,Democrat,,3.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,,,,,2.0,1.0,1.0,5.0,GUILFORD
129,130,2020-03-30,No,,0.34195,Good,77,Male,2.0,None,3.0,9.0,No,,1.0,Yes,9,9,9,9,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
130,131,2020-03-30,Yes,Yes,0.31645,Good,70,Male,6.0,Two,2.0,2.0,Yes,No,1.0,No,No,No,Yes,Yes,8.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,HALIFAX
132,133,2020-03-30,Yes,Yes,0.5739029999999999,Fair,53,Female,2.0,None,3.0,3.0,Yes,,1.0,Yes,Yes,No,Yes,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,No,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,ALAMANCE
133,134,2020-03-30,Yes,Yes,0.251141,Very Good,77,Female,2.0,None,9.0,6.0,Yes,,1.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,GRANVILLE
135,136,2020-03-30,Yes,Yes,0.373585,Good,85,Male,2.0,None,9.0,0.0,Unsure,,0.0,Yes,Yes,,,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,SURRY
136,137,2020-03-30,Yes,Yes,0.271379,Good,74,Female,1.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,550.0,1.0,4.0,Republican,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,BRUNSWICK
137,138,2020-03-30,Yes,Yes,1.20125,Fair,60,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,MECKLENBURG
138,139,2020-03-30,Yes,Yes,1.05102,Good,76,Male,2.0,None,8.0,1.0,Yes,,0.0,Yes,No,Yes,Yes,No,9.0,Yes,No,No,Most are overreacting to the actual risks,No real changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,ALAMANCE
139,140,2020-03-30,Yes,Yes,0.251141,Fair,77,Female,2.0,None,0.0,,Yes,,0.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,4.0,Republican,2.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,FRANKLIN
140,141,2020-03-30,Yes,Yes,1.3424200000000002,Good,39,Male,5.0,Three or more,1.0,0.0,Yes,No,0.0,Yes,No,No,No,No,6.0,Yes,Yes,No,Most are overreacting to the actual risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,POLK
141,142,2020-03-30,Yes,Yes,0.271379,Good,84,Female,1.0,None,9.0,1.0,No,,,,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,BRUNSWICK
142,143,2020-03-30,Yes,Yes,0.845627,Fair,68,Male,2.0,None,9.0,9.0,No,,1.0,Yes,No,No,No,No,7.0,Yes,No,3,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,550.0,3.0,5.0,Other / Unaffiliated,,,3.0,,4.0,,,,,,,,,,1.0,3.0,4.0,BRUNSWICK
143,144,2020-03-30,Yes,Yes,0.782567,Very Good,72,Male,2.0,None,1.0,1.0,Yes,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,,4.0,2.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,,,4.0,1.0,5.0,4.0,MOORE
144,145,2020-03-30,No,,3.97305,Poor,26,Male,4.0,None,8.0,0.0,Yes,,0.0,Yes,,,,Yes,3.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,0,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
145,146,2020-03-30,Yes,Yes,0.271379,5,73,Female,2.0,None,1.0,1.0,Yes,,1.0,Yes,Yes,Yes,,,5.0,Yes,No,Unsure,4,Large changes,No,No,White,No,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,HAYWOOD
147,148,2020-03-30,No,,0.285488,Very Good,65,Female,2.0,None,4.0,4.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
148,149,2020-03-30,Yes,Yes,0.271379,Good,69,Female,,None,1.0,0.0,No,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,545.0,2.0,5.0,Democrat,,,3.0,,3.0,,,,,,,,,,1.0,3.0,3.0,CARTERET
149,150,2020-03-30,Yes,Yes,0.845627,Good,77,Male,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,3.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,550.0,3.0,5.0,Other / Unaffiliated,2.0,4.0,1.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,BRUNSWICK
151,152,2020-03-30,Yes,Yes,0.251141,Good,74,Female,7.0,Three or more,2.0,1.0,No,No,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,560.0,4.0,5.0,Other / Unaffiliated,2.0,3.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,CHATHAM
152,153,2020-03-30,Yes,Yes,0.373585,Good,80,Male,1.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,CASWELL
153,154,2020-03-30,Yes,Yes,1.0795299999999999,Good,71,Female,1.0,None,0.0,,Yes,,0.0,No,No,No,No,No,8.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,Black,Yes,Black,IVR,Black,518.0,5.0,5.0,Democrat,5.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,GUILFORD
154,155,2020-03-30,Yes,Yes,0.706546,Very Good,76,Female,2.0,None,2.0,2.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,WAKE
155,156,2020-03-30,Yes,No,0.405882,Fair,50,Female,4.0,One,9.0,9.0,Yes,No,9.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,545.0,3.0,,Other / Unaffiliated,,3.0,3.0,1.0,3.0,3.0,3.0,,4.0,,,,,3.0,1.0,3.0,1.0,
156,157,2020-03-30,Yes,Yes,0.782567,Good,81,Male,2.0,None,9.0,9.0,No,,0.0,Yes,,,,3,9.0,Yes,No,Yes,Most are overreacting to the actual risks,Large changes,Yes,No,White,No,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,WAKE
157,158,2020-03-30,Yes,Yes,0.42731499999999994,Good,58,Female,4.0,None,4.0,4.0,Yes,,0.0,Yes,Yes,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,VANCE
158,159,2020-03-30,Yes,Yes,0.285709,Very Good,66,Female,3.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Large changes,No,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,WAYNE
160,161,2020-03-30,No,,0.706546,Good,87,Female,1.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
161,162,2020-03-30,No,,0.35972800000000005,5,91,Male,9.0,None,9.0,0.0,Yes,,9.0,Yes,Yes,Yes,Yes,Yes,0.0,No,No,No,Most are underestimating the risks,No real changes,No,No,Another race,No,Another race,IVR,,,,,,,,,,,,,,,,,,,,,,,
162,163,2020-03-30,Yes,Yes,0.803175,Fair,74,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,Yes,No,,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,MECKLENBURG
163,164,2020-03-30,Yes,Yes,0.316205,Poor,71,Male,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,3.0,Republican,3.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,CATAWBA
168,169,2020-03-30,Yes,Yes,0.890281,Very Good,74,Male,6.0,Three or more,1.0,1.0,No,No,1.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,5.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,WAKE
169,170,2020-03-30,No,,0.316205,Fair,70,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
170,171,2020-03-30,No,,1.05102,Good,80,Male,1.0,None,0.0,,No,,,,,,,,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
171,172,2020-03-30,No,,0.782567,Good,82,Male,2.0,None,1.0,1.0,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
172,173,2020-03-30,Yes,Yes,0.337294,Very Good,78,Female,2.0,None,3.0,2.0,No,,0.0,No,No,No,No,,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,RANDOLPH
173,174,2020-03-30,Yes,Yes,0.782567,Good,78,Male,2.0,None,7.0,7.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,JOHNSTON
174,175,2020-03-30,No,,3.1555400000000002,Fair,44,Female,2.0,None,1.0,0.0,No,,1.0,Yes,No,No,No,No,5.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
175,176,2020-03-30,Yes,Yes,0.251141,Very Good,86,Female,1.0,None,0.0,,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,MOORE
176,177,2020-03-30,Yes,Yes,0.316205,Fair,87,Male,2.0,None,2.0,2.0,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,GASTON
177,178,2020-03-30,Yes,Yes,0.308732,Good,70,Female,3.0,None,1.0,1.0,No,,1.0,No,No,Yes,Yes,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,Yes,Black,IVR,Black,544.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,GATES
178,179,2020-03-30,Yes,Yes,1.05673,Very Good,47,Female,4.0,One,1.0,0.0,Yes,No,0.0,Yes,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,,,1.0,,4.0,,,,,,,,,,1.0,2.0,1.0,WAKE
179,180,2020-03-30,Yes,Yes,0.416029,Good,58,Male,2.0,None,5.0,5.0,Yes,,0.0,No,No,Yes,No,No,6.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,2.0,5.0,Republican,3.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,PERSON
180,181,2020-03-30,Yes,Yes,0.278163,Good,79,Male,1.0,None,1.0,1.0,No,,0.0,No,Yes,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Republican,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,5.0,WAKE
181,182,2020-03-30,Yes,Yes,0.504467,Good,60,Female,3.0,None,8.0,5.0,No,,0.0,Yes,Yes,Yes,,,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,No,No,White,No,White,IVR,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,3.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,STOKES
182,183,2020-03-30,Yes,Yes,0.285709,Good,78,Female,1.0,None,0.0,,No,,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,HARNETT
183,184,2020-03-30,Yes,Yes,0.300578,Poor,74,Male,2.0,None,9.0,9.0,Unsure,,9.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,4.0,BRUNSWICK
184,185,2020-03-30,Yes,Yes,0.449553,Poor,57,Male,4.0,One,9.0,9.0,Yes,Unsure,2.0,Yes,Yes,Yes,No,Yes,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,,2.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,4.0,1.0,,3.0,3.0,1.0,5.0,2.0,PAMLICO
185,186,2020-03-30,Yes,Yes,0.316205,Good,83,Male,2.0,None,9.0,9.0,No,,1.0,No,No,No,No,No,6.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,MECKLENBURG
188,189,2020-03-30,Yes,Yes,0.278163,Fair,69,Male,1.0,None,2.0,1.0,No,,0.0,No,No,No,No,No,4.0,No,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,CUMBERLAND
